F_0sum,F_10sum,F_15sum,F_1sum,F_20sum,F_25sum,F_30sum,F_35sum,F_40sum,F_45sum,F_50sum,F_55sum,F_5sum,F_60sum,F_65sum,F_70sum,F_75sum,F_80sum,M_0sum,M_10sum,M_15sum,M_1sum,M_20sum,M_25sum,M_30sum,M_35sum,M_40sum,M_45sum,M_50sum,M_55sum,M_5sum,M_60sum,M_65sum,M_70sum,M_75sum,M_80sum,_sum,id,.geo
0.064820145,0.374503731,0.410644676,0.331768579,0.336056771,0.678216919,0.840533695,0.556070228,0.486360416,0.518489068,0.684922988,0.732410179,0.474851577,0.449585105,0.355677443,0.261427842,0.202614691,0.203777548,0.058435916,0.460986509,0.433051834,0.309174857,0.386764054,0.639111347,0.704937008,0.58137954,0.52104148,0.587905646,0.884975189,0.823281547,0.584086466,0.447241475,0.451891918,0.333123579,0.210823477,0.117354792,30.05819302,581,"{""type"":""Polygon"",""coordinates"":[[[-68.21673252368828,12.15853328790631],[-68.21349076628627,12.15304518472877],[-68.20700725609453,12.153045187477503],[-68.20376996107035,12.158533265778953],[-68.20700725609453,12.16402132962201],[-68.21349076628627,12.164021310399965],[-68.21673252368828,12.15853328790631]]]}"
0.071565865,0.413477682,0.453379751,0.366295158,0.371029613,0.748797775,0.928006574,0.613939486,0.536975101,0.572447325,0.756201732,0.808630829,0.524268553,0.496372643,0.392692175,0.288634184,0.223700449,0.224984322,0.06451724,0.508960574,0.478118782,0.341350145,0.427013914,0.705622552,0.778298578,0.641882695,0.57526536,0.649087966,0.977073016,0.908959022,0.644871327,0.493785117,0.498919522,0.367791169,0.232763509,0.129567701,11.51817051,582,"{""type"":""Polygon"",""coordinates"":[[[-68.21673252368828,12.147556902161334],[-68.21349076628627,12.142068522830012],[-68.20700725609453,12.142068509226986],[-68.20376996107035,12.147556929152],[-68.20700725609453,12.153045187477503],[-68.21349076628627,12.15304518472877],[-68.21673252368828,12.147556902161334]]]}"
0.110123392,0.636246971,0.69764707,0.563643926,0.570929166,1.152227404,1.427988491,0.944711548,0.826281065,0.880864655,1.163620384,1.244296701,0.806728622,0.763803233,0.604262861,0.444141563,0.344223495,0.34619908,0.09927718,0.78317316,0.735714742,0.525259296,0.657076117,1.085790675,1.197622342,0.987709713,0.885200961,0.998796957,1.503490446,1.398678693,0.992308524,0.759821627,0.767722296,0.565945945,0.358169459,0.199374866,3.073796656,525,"{""type"":""Polygon"",""coordinates"":[[[-68.23618309846483,12.180484707731416],[-68.23294133253975,12.17499702405059],[-68.22645780475285,12.174996984254026],[-68.22321604295206,12.18048472747586],[-68.22645780475285,12.185972245062091],[-68.23294133253975,12.185972267733906],[-68.23618309846483,12.180484707731416]]]}"
0.162306909,0.937741535,1.028236935,0.830734522,0.841471972,1.69822655,2.10466091,1.392376385,1.217825962,1.298274751,1.715018255,1.833924174,1.189008308,1.125742132,0.890601304,0.654604284,0.507338636,0.510250378,0.146321068,1.154290765,1.08434351,0.774160797,0.968440871,1.600307838,1.765132518,1.455749833,1.304665882,1.472090935,2.215940525,2.061462244,1.462527859,1.119873779,1.131518293,0.83412738,0.52789309,0.293851448,45.88745793,526,"{""type"":""Polygon"",""coordinates"":[[[-68.23618309846483,12.169509202371211],[-68.23294133253975,12.164021322518096],[-68.22645780475285,12.164021347948795],[-68.22321604295206,12.169509187978758],[-68.22645780475285,12.174996984254026],[-68.23294133253975,12.17499702405059],[-68.23618309846483,12.169509202371211]]]}"
0.155913191,0.900801306,0.987731844,0.798009594,0.808324072,1.631328717,2.021752501,1.337526831,1.169852433,1.247132122,1.647458955,1.761680839,1.142169987,1.081396039,0.855518063,0.628817615,0.487353166,0.490150208,0.140557077,1.108820068,1.041628231,0.743664464,0.930291307,1.537267296,1.695599075,1.398403825,1.253271484,1.414101203,2.128648503,1.980255558,1.404914851,1.075758862,1.086944663,0.801268802,0.507097923,0.282275827,18.57336276,528,"{""type"":""Polygon"",""coordinates"":[[[-68.23618309846483,12.147556904542698],[-68.23294133253975,12.142068552891715],[-68.22645780475285,12.142068544647898],[-68.22321604295206,12.1475569048005],[-68.22645780475285,12.15304517341695],[-68.23294133253975,12.153045164882803],[-68.23618309846483,12.147556904542698]]]}"
0.314084715,1.814650314,1.989770528,1.607577992,1.628356344,3.286286482,4.072789175,2.694427131,2.356649649,2.512328379,3.3187806,3.548878814,2.300883808,2.178455596,1.723427908,1.26674337,0.981765417,0.987400017,0.283150057,2.23370089,2.09834396,1.498100568,1.874057466,3.096801212,3.415758124,2.817062909,2.524696051,2.848685023,4.288129508,3.989194207,2.830179234,2.167099595,2.189633217,1.614143612,1.021540928,0.56864029,33.61635088,529,"{""type"":""Polygon"",""coordinates"":[[[-68.23618309846483,12.136575675908546],[-68.23294133253975,12.131087131181099],[-68.22645780475285,12.131087106434487],[-68.22321604295206,12.136575725254769],[-68.22645780475285,12.142068544647898],[-68.23294133253975,12.142068552891715],[-68.23618309846483,12.136575675908546]]]}"
0.138052034,0.797607001,0.874578917,0.706590936,0.715723799,1.444446405,1.790143873,1.184301976,1.035836073,1.104262727,1.458728779,1.559865596,1.01132489,0.957513098,0.757511329,0.556781311,0.431522793,0.433999411,0.124455091,0.981795473,0.922301023,0.658471495,0.823718673,1.361160498,1.501354059,1.238204997,1.109698776,1.252104109,1.884794057,1.753400748,1.243970124,0.952521705,0.96242608,0.709476774,0.449005624,0.249938775,12.79899634,530,"{""type"":""Polygon"",""coordinates"":[[[-68.23618309846483,12.125598435596753],[-68.23294133253975,12.12010961619607],[-68.22645780475285,12.120109574908748],[-68.22321604295206,12.125598451731017],[-68.22645780475285,12.131087106434487],[-68.23294133253975,12.131087131181099],[-68.23618309846483,12.125598435596753]]]}"
0.21694244,1.253402827,1.37436067,1.110375254,1.124727135,2.269881283,2.813129007,1.861076241,1.627768889,1.735298242,2.292325391,2.451257255,1.589250687,1.504687921,1.190394311,0.874956297,0.678118283,0.68201017,0.195575467,1.542846566,1.449353761,1.03475776,1.29443612,2.139001308,2.359309048,1.945782372,1.743840745,1.967624191,2.961867423,2.755388884,1.954842015,1.496844175,1.51240845,1.114910212,0.705591745,0.392767324,9.454772258,499,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.17499701487376],[-68.24266663422583,12.169509247529223],[-68.23618309846483,12.169509202371211],[-68.23294133253975,12.17499702405059],[-68.23618309846483,12.180484707731416],[-68.24266663422583,12.180484653358135],[-68.2459084040007,12.17499701487376]]]}"
0.278715907,1.610304118,1.765704194,1.42655003,1.444988545,2.916220616,3.6141559,2.391010028,2.09126937,2.229417267,2.945055583,3.149242655,2.041783263,1.933141604,1.529354186,1.124096495,0.871209664,0.876209756,0.251264775,1.982165761,1.862051273,1.329400766,1.663021478,2.748073104,3.031112566,2.499835883,2.240392199,2.52789706,3.805246961,3.539974499,2.511475208,1.923064383,1.943060529,1.432376301,0.906506093,0.504606198,43.41564083,500,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.164021347788793],[-68.24266663422583,12.158533302301135],[-68.23618309846483,12.158533322218005],[-68.23294133253975,12.164021322518096],[-68.23618309846483,12.169509202371211],[-68.24266663422583,12.169509247529223],[-68.2459084040007,12.164021347788793]]]}"
0.205628059,1.188033053,1.302682477,1.052464919,1.066068292,2.151498259,2.666413537,1.764013969,1.542874499,1.644795767,2.172771816,2.323414776,1.506365165,1.426212671,1.128310679,0.829323967,0.642751808,0.64644072,0.185375456,1.462381198,1.373764394,0.980791167,1.226926309,2.027444166,2.236262023,1.844302364,1.652892754,1.865005033,2.807394671,2.611684776,1.852889486,1.418778012,1.433530545,1.056763363,0.668792431,0.372283,3.173817676,501,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.153045142130491],[-68.24266663422583,12.147556901674724],[-68.23618309846483,12.147556904542698],[-68.23294133253975,12.153045164882803],[-68.23618309846483,12.158533322218005],[-68.24266663422583,12.158533302301135],[-68.2459084040007,12.153045142130491]]]}"
