F_0sum,F_10sum,F_15sum,F_1sum,F_20sum,F_25sum,F_30sum,F_35sum,F_40sum,F_45sum,F_50sum,F_55sum,F_5sum,F_60sum,F_65sum,F_70sum,F_75sum,F_80sum,M_0sum,M_10sum,M_15sum,M_1sum,M_20sum,M_25sum,M_30sum,M_35sum,M_40sum,M_45sum,M_50sum,M_55sum,M_5sum,M_60sum,M_65sum,M_70sum,M_75sum,M_80sum,_sum,id,.geo
0.299645867,1.731228681,1.898298408,1.533675726,1.553498862,3.135211995,3.885558198,2.570561108,2.248311665,2.396833662,3.166212319,3.385732629,2.195109437,2.07830942,1.644199879,1.208509666,0.936632493,0.942008065,0.270133313,2.13101501,2.001880597,1.429231109,1.787904807,2.954437578,3.258731666,2.687559157,2.408632762,2.717727584,4.090999109,3.805806219,2.700072533,2.067475462,2.088973181,1.539939512,0.974579478,0.542499221,27.10294015,502,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.14206856412158],[-68.24266663422583,12.136575689814393],[-68.23618309846483,12.136575675908546],[-68.23294133253975,12.142068552891715],[-68.23618309846483,12.147556904542698],[-68.24266663422583,12.147556901674724],[-68.2459084040007,12.14206856412158]]]}"
0.352499274,2.036593604,2.233132144,1.804195025,1.827514698,3.688220266,4.570917207,3.023972734,2.644882904,2.819602155,3.724688613,3.982929316,2.582296552,2.444894608,1.934214119,1.421674154,1.101841588,1.108165326,0.317781115,2.506896746,2.354984801,1.681327811,2.10326664,3.47555973,3.833527117,3.161607642,2.833482449,3.197097357,4.812595107,4.477098095,3.176328203,2.432149685,2.457439306,1.811563672,1.14648189,0.638188621,1.413261116,503,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.131087093627388],[-68.24266663422583,12.125598384107638],[-68.23618309846483,12.125598435596753],[-68.23294133253975,12.131087131181099],[-68.23618309846483,12.136575675908546],[-68.24266663422583,12.136575689814393],[-68.2459084040007,12.131087093627388]]]}"
0.054995958,0.317743677,0.348407074,0.281485499,0.285123768,0.575425879,0.713141809,0.471791826,0.412647286,0.439906497,0.581115573,0.621405567,0.402882733,0.381445664,0.301770716,0.22180565,0.171906262,0.172892877,0.049579327,0.391119064,0.367418188,0.262316095,0.328145818,0.542247177,0.598096247,0.493265241,0.442072061,0.498802246,0.750847716,0.698504407,0.495561903,0.379457237,0.383402855,0.28263513,0.17887092,0.099568415,21.84071858,506,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.2459084040007,12.098153220740532],[-68.24266663422583,12.092663855245037],[-68.24136461378147,12.092663831111652],[-68.24177481570082,12.092820807113888],[-68.24178818888416,12.09306935220513],[-68.24218510861441,12.09349225620771],[-68.24255519102026,12.094076514516138],[-68.24261314148697,12.094128837277218],[-68.24274696430878,12.094242262696898],[-68.24303234989853,12.0945910470565],[-68.24300551255385,12.095497899117529],[-68.24301451898477,12.095702866041801],[-68.24296985072647,12.095964425863551],[-68.2427692529503,12.09623476743016],[-68.24278262613521,12.098510787123375],[-68.24275587976537,12.100450956619383],[-68.24211369399275,12.101401459474918],[-68.24063327357234,12.102042395801837],[-68.24087408181668,12.103245718719519],[-68.24077601181682,12.103642482731987],[-68.24266663422583,12.103642506173673],[-68.2459084040007,12.098153220740532]]],[[[-68.23908598752207,12.092663824360613],[-68.23618309846483,12.09266385698121],[-68.23604490899963,12.092894903787004],[-68.23605828217357,12.092916706839747],[-68.23622776668616,12.093357083141344],[-68.2362545130347,12.093557654262053],[-68.23629463255766,12.09397627696626],[-68.23632583663121,12.094359984977212],[-68.23633029435601,12.094412288138248],[-68.23633029435601,12.094482060066953],[-68.23633029435601,12.094525616183619],[-68.23633920980562,12.094647727370667],[-68.23633920980562,12.094704432603608],[-68.23637487160417,12.094748029404778],[-68.23643727975204,12.094800306291642],[-68.2364417374769,12.094848254093222],[-68.2364551106515,12.094913696234478],[-68.23646402610126,12.094935464005154],[-68.23649077245057,12.094939870637555],[-68.23653544067363,12.094913692290103],[-68.23655327157331,12.09491802712823],[-68.23657556019799,12.0949660364057],[-68.23658447564787,12.094996515477797],[-68.23659339109778,12.095053210591148],[-68.23660230654768,12.09509683880911],[-68.23661567972256,12.09516219899691],[-68.23664688379736,12.09521890934373],[-68.2366647146973,12.09523631117227],[-68.23673158057245,12.095279913069861],[-68.23678953099801,12.095301747097654],[-68.23682974149763,12.095314815850255],[-68.23686540329837,12.095319212128208],[-68.23690106509926,12.09531481489846],[-68.23695010007575,12.09530608749825],[-68.23699913505253,12.095301715745293],[-68.23703925457922,12.095306065705715],[-68.23710612045748,12.095310466639372],[-68.2371552464092,12.095306102289724],[-68.23720873911252,12.095279905856469],[-68.23729343589352,12.095223224384586],[-68.23738704812617,12.095162176772469],[-68.23747183588304,12.095096791297122],[-68.23754761721584,12.095027053099006],[-68.2375520749413,12.094987805824097],[-68.23760110992175,12.094939877226686],[-68.23767243353021,12.094918015379491],[-68.23770818630868,12.094913707559318],[-68.23775276356447,12.094891877007996],[-68.23777950991807,12.094861356019862],[-68.23779734082052,12.094826489821495],[-68.23780625627175,12.09479163408315],[-68.23779734082052,12.094743650113232],[-68.23777505219246,12.094730568196299],[-68.23776167901566,12.094708764513697],[-68.23773493266212,12.094695646742478],[-68.23774830583888,12.09462589952099],[-68.23775722129005,12.094595399503719],[-68.23777059446685,12.09452565233434],[-68.23777950991807,12.094499507984208],[-68.23778396764368,12.094455905202173],[-68.2377928830949,12.094429678682285],[-68.23780625627175,12.094399214558756],[-68.237815171723,12.094364276763383],[-68.23780179854613,12.094346828825254],[-68.2377928830949,12.09430763854898],[-68.23778842536929,12.094255335050866],[-68.237815171723,12.09421610288066],[-68.23786420670504,12.094155025228806],[-68.23786866443069,12.094115778197319],[-68.23789541078469,12.094098324190657],[-68.23789986851035,12.09403729902335],[-68.23791324168738,12.094006752783308],[-68.23791769941307,12.093985010484554],[-68.23793107259013,12.093950108625979],[-68.23797564984716,12.09390214421783],[-68.23801140262695,12.093810559337427],[-68.23802923352991,12.093758270852666],[-68.23804706443292,12.093710255820465],[-68.2381183880453,12.093636126133905],[-68.23827886617546,12.093405088954805],[-68.23862675074967,12.09306495459923],[-68.23878722888986,12.092921111391073],[-68.23901466390122,12.092737954428923],[-68.23908598752207,12.092663824360613]]]]}"
0.320058646,1.849165206,2.027616234,1.638154345,1.659327902,3.348792084,4.150254153,2.745675492,2.401473443,2.560113204,3.38190425,3.616378978,2.344646913,2.219890132,1.756207736,1.290837,1.000438728,1.006180496,0.28853561,2.276186173,2.138254746,1.526594645,1.90970228,3.155702803,3.48072632,2.87064381,2.572716097,2.902867391,4.369690318,4.065069215,2.884009627,2.208318116,2.231280346,1.644844843,1.040970773,0.579455902,14.2798645,507,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.087174396487962],[-68.24266663422583,12.081680404203443],[-68.23618309846483,12.081680389750186],[-68.23294133253975,12.087174383578834],[-68.23476963595716,12.090265760524979],[-68.23490336767624,12.090195998063805],[-68.23492119857227,12.0900739438835],[-68.2348543327123,12.08999106544559],[-68.23486324816027,12.089938708141114],[-68.23497914898469,12.089995437140642],[-68.23513080257777,12.090078263646946],[-68.23518875299173,12.09020470677795],[-68.23508622533653,12.090357308410365],[-68.23507730988834,12.090509922506786],[-68.2351218871295,12.090662555705123],[-68.23510851395713,12.090723588457461],[-68.23504610581966,12.0907366463458],[-68.23618309846483,12.09266385698121],[-68.23908598752207,12.092663824360613],[-68.23929559163597,12.092432776650254],[-68.23952302666147,12.092319390578378],[-68.23966121618605,12.092254014816314],[-68.23986190486117,12.09216243809931],[-68.24004021393293,12.092118833000777],[-68.24020524080177,12.092110137056892],[-68.24096332733704,12.092506926780066],[-68.24136461378147,12.092663831111652],[-68.24266663422583,12.092663855245037],[-68.2459084040007,12.087174396487962]]]}"
0.475143529,2.745180888,3.010100625,2.431924387,2.463357632,4.971454143,6.161265813,4.076096519,3.565110853,3.800619741,5.020610827,5.368700611,3.480748964,3.295541088,2.607180737,1.916313931,1.485202761,1.493726715,0.428345957,3.379115488,3.174349178,2.266308288,2.835051286,4.684803125,5.167317265,4.261618423,3.819329404,4.309455956,6.487030061,6.034804372,4.281460642,3.278361855,3.312450445,2.441856785,1.545374666,0.8602321,97.89843147,472,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.169509249353705],[-68.25239194718674,12.164021316279829],[-68.2459084040007,12.164021347788793],[-68.24266663422583,12.169509247529223],[-68.2459084040007,12.17499701487376],[-68.25239194718674,12.17499704817765],[-68.25563372053686,12.169509249353705]]]}"
0.787775888,4.551440103,4.990670299,4.032068827,4.084184324,8.242544619,10.21522203,6.758064436,5.910863165,6.301330912,8.324045081,8.90116912,5.770993284,5.46392333,4.322639365,3.177199764,2.462428425,2.47656089,0.710186704,5.602487525,5.262990225,3.757481509,4.700442955,7.767284472,8.567280665,7.065654978,6.332351027,7.14496845,10.75533087,10.00555222,7.098552926,5.435440625,5.491958627,4.048536461,2.562191914,1.426242956,180.2982258,473,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.158533256635579],[-68.25239194718674,12.153045127941361],[-68.2459084040007,12.153045142130491],[-68.24266663422583,12.158533302301135],[-68.2459084040007,12.164021347788793],[-68.25239194718674,12.164021316279829],[-68.25563372053686,12.158533256635579]]]}"
0.676540697,3.90876962,4.285979816,3.462734388,3.507491089,7.078684357,8.772816655,5.803815113,5.076240023,5.411573127,7.148676912,7.644310099,4.956119993,4.692408784,3.712275917,2.728574178,2.114729667,2.126866635,0.60990723,4.811407527,4.519847765,3.226919244,4.036733044,6.670531752,7.357567192,6.0679734,5.438213139,6.136087721,9.236661335,8.592752573,6.096226117,4.667947859,4.71648545,3.476876773,2.200406392,1.224855211,3.92860651,474,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.147556890533224],[-68.25239194718674,12.142068567136661],[-68.2459084040007,12.14206856412158],[-68.24266663422583,12.147556901674724],[-68.2459084040007,12.153045142130491],[-68.25239194718674,12.153045127941361],[-68.25563372053686,12.147556890533224]]]}"
0.73804872,4.264137292,4.675641728,3.777550534,3.826376316,7.722246347,9.570401548,6.331471765,5.537748824,5.903568885,7.798602286,8.339296219,5.40670801,5.119021397,4.049779247,2.976643802,2.306991324,2.320231739,0.665357238,5.248838979,4.930771866,3.520296142,4.403734564,7.276986338,8.026483946,6.619646139,5.932630899,6.693953096,10.07641684,9.373966806,6.650467479,5.092336612,5.145287015,3.792978691,2.400457402,1.336213507,86.81831533,Tera Kora,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.136575712646938],[-68.25239194718674,12.131087113568714],[-68.2459084040007,12.131087093627388],[-68.24266663422583,12.136575689814393],[-68.2459084040007,12.14206856412158],[-68.25239194718674,12.142068567136661],[-68.25563372053686,12.136575712646938]]]}"
0.236637314,1.36719158,1.499130444,1.211179408,1.226834211,2.475949866,3.068515721,2.030031934,1.775544041,1.892835313,2.500431546,2.673791862,1.733529,1.641289305,1.29846291,0.954388206,0.739680479,0.74392569,0.213330563,1.682912138,1.580931689,1.128697064,1.411950035,2.333188105,2.573496235,2.12242801,1.902153341,2.146252727,3.2307572,3.005533726,2.132310125,1.632733475,1.649710738,1.216126071,0.769648094,0.428424259,2.161567115,443,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.196951447469703],[-68.262112812861,12.191459744314164],[-68.25563372053686,12.191459696413245],[-68.25239194718674,12.196951413807732],[-68.25563372053686,12.20243867250976],[-68.262112812861,12.202438620083042],[-68.26535458951038,12.196951447469703]]]}"
1.551027573,8.961189556,9.825976308,7.938615542,8.041224156,16.22849099,20.11243452,13.30574393,11.63771561,12.40649543,16.3889549,17.52523651,11.36233015,10.75774961,8.510710926,6.255490311,4.848199123,4.876024149,1.398264633,11.03056438,10.36213863,7.397989076,9.254556677,15.29276607,16.86785378,13.91134945,12.46756998,14.06750728,21.17583827,19.6996222,13.97612122,10.70167082,10.81294745,7.97103821,5.04462036,2.808085614,437.3552298,446,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.164021292496415],[-68.262112812861,12.15853327619541],[-68.25563372053686,12.158533256635579],[-68.25239194718674,12.164021316279829],[-68.25563372053686,12.169509249353705],[-68.262112812861,12.169509251057054],[-68.26535458951038,12.164021292496415]]]}"
2.339484812,13.51656625,14.82096311,11.97417173,12.12894089,24.47816465,30.33649178,20.06965335,17.55369119,18.71327649,24.72019951,26.43410429,17.13831483,16.22639872,12.83708899,9.435438012,7.312757248,7.354727038,2.109065579,16.63789749,15.62968085,11.15872048,13.9590651,23.06676856,25.44254434,20.98311562,18.80539799,21.21865545,31.94047143,29.71382834,21.08081371,16.14181254,16.30965611,12.02307628,7.609028337,4.23556212,1145.825074,Kaminda Yato Baco,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.153045139489562],[-68.262112812861,12.147556927833955],[-68.25563372053686,12.147556890533224],[-68.25239194718674,12.153045127941361],[-68.25563372053686,12.158533256635579],[-68.262112812861,12.15853327619541],[-68.26535458951038,12.153045139489562]]]}"
2.458153368,14.20218362,15.57274498,12.58155234,12.74417213,25.71980073,31.87528708,21.08767107,18.44408855,19.66249299,25.97411264,27.77495392,18.00764261,17.04947025,13.48824041,9.914043342,7.683691264,7.7277899,2.216046307,17.48184208,16.42248439,11.72473799,14.66712788,24.23681257,26.73309785,22.04746788,19.75928728,22.29495538,33.56062722,31.22103931,22.15012171,16.96059355,17.13695082,12.63293754,7.994990426,4.450407757,1628.422245,Nikiboko,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.142068531551923],[-68.262112812861,12.136575685186369],[-68.25563372053686,12.136575712646938],[-68.25239194718674,12.142068567136661],[-68.25563372053686,12.147556890533224],[-68.262112812861,12.147556927833955],[-68.26535458951038,12.142068531551923]]]}"
1.10173159,6.365345068,6.979623512,5.638986492,5.711871798,11.52748125,14.28633829,9.451384808,8.266544823,8.812627385,11.64146253,12.44859028,8.070932037,7.641484102,6.045359387,4.443422816,3.443790581,3.463555356,0.993220457,7.835270963,7.360472288,5.254966746,6.573730639,10.86281366,11.98163579,9.88156076,8.856010092,9.992483394,15.0416992,13.99310787,9.927569696,7.601650069,7.680692495,5.662017068,3.583313244,1.994649673,318.8505993,La Palma,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.131087112537656],[-68.262112812861,12.125598431041967],[-68.25563372053686,12.12559844098985],[-68.25239194718674,12.131087113568714],[-68.25563372053686,12.136575712646938],[-68.262112812861,12.136575685186369],[-68.26535458951038,12.131087112537656]]]}"
0.401459255,2.31946393,2.54330046,2.054786615,2.081345246,4.200491373,5.205789498,3.443983937,3.012240878,3.211227541,4.242024936,4.536133673,2.940961648,2.784475412,2.202864574,1.619135931,1.254880596,1.262082674,0.361918956,2.855089268,2.682077696,1.914853894,2.395397419,3.958293589,4.365980429,3.60073546,3.227035727,3.641154494,5.481034937,5.098939432,3.617500634,2.769960307,2.798762517,2.063178708,1.305721171,0.726829096,20.46079832,415,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.202438659032396],[-68.27183814589637,12.196951438636141],[-68.26535458951038,12.196951447469703],[-68.262112812861,12.202438620083042],[-68.26535458951038,12.207925763769719],[-68.27183814589637,12.20792573672507],[-68.2750798345976,12.202438659032396]]]}"
1.358480819,7.848734854,8.606165771,6.953104608,7.042975224,14.21386325,17.61564863,11.65395007,10.19299315,10.8663356,14.35440686,15.34962892,9.95179443,9.422267354,7.454179254,5.478924904,4.246336854,4.270707651,1.224682087,9.661214533,9.075768108,6.479592265,8.105682945,13.39430048,14.7738547,12.18437494,10.91982832,12.32114707,18.54703983,17.25408329,12.24110578,9.373150319,9.470612848,6.981502286,4.418374065,2.459485899,118.680593,417,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.180484714906184],[-68.27183814589637,12.17499701589958],[-68.26535458951038,12.174996988825571],[-68.262112812861,12.180484686172893],[-68.26535458951038,12.185972226730762],[-68.27183814589637,12.185972235830624],[-68.2750798345976,12.180484714906184]]]}"
2.6507975,15.31520089,16.79317245,13.56756169,13.74292592,27.73544726,34.37333571,22.74030032,19.88954157,21.20343169,28.00968945,29.95166171,19.41889169,18.38562784,14.54530634,10.69100146,8.285857946,8.333412565,2.389716636,18.8518844,17.70950536,12.6435992,15.81658257,26.13623821,28.82815596,23.77531585,21.30781172,24.04219875,36.19075523,33.66781509,23.88601464,18.28978589,18.47996426,13.62297388,8.621553415,4.79918377,1489.014129,Antriol,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.169509233369364],[-68.27183814589637,12.164021337426059],[-68.26535458951038,12.164021292496415],[-68.262112812861,12.169509251057054],[-68.26535458951038,12.174996988825571],[-68.27183814589637,12.17499701589958],[-68.2750798345976,12.169509233369364]]]}"
3.147420723,18.18448253,19.93934991,16.10942547,16.31764385,32.93164475,40.8131324,27.00066385,23.61581961,25.17586515,33.2572659,35.56306378,23.05699393,21.83014965,17.27034934,12.69394575,9.838201884,9.894665802,2.837426731,22.3837588,21.02735647,15.01235995,18.77979739,31.03282615,34.22907096,28.22958813,25.2998006,28.54647132,42.97104295,39.97543339,28.36102626,21.71635195,21.94215982,16.17521913,10.23678946,5.698304163,1696.659784,Kaya Korona,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.158533294112752],[-68.27183814589637,12.153045119911093],[-68.26535458951038,12.153045139489562],[-68.262112812861,12.15853327619541],[-68.26535458951038,12.164021292496415],[-68.27183814589637,12.164021337426059],[-68.2750798345976,12.158533294112752]]]}"
3.465151837,20.02020032,21.952221,17.73566691,17.96490481,36.25608379,44.93320525,29.7263724,25.99982904,27.71736081,36.61457634,39.15314384,25.38459017,24.03389641,19.01378548,13.97539558,10.83136528,10.89352921,3.123864053,24.64339208,23.15006159,16.52785291,20.67561197,34.16557993,37.68448482,31.07935632,27.85380749,31.4282286,47.30895607,44.01094061,31.22406287,23.90861078,24.15721392,17.80810241,11.2701901,6.273546157,2651.256548,Playa,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.147556898882915],[-68.27183814589637,12.14206852960092],[-68.26535458951038,12.142068531551923],[-68.262112812861,12.147556927833955],[-68.26535458951038,12.153045139489562],[-68.27183814589637,12.153045119911093],[-68.2750798345976,12.147556898882915]]]}"
2.589069848,14.95856439,16.40211917,13.25162139,13.42290194,27.08958737,33.57290305,22.21075955,19.42638499,20.70967914,27.35744338,29.25419404,18.96669468,17.95749204,14.20659791,10.44204606,8.092909749,8.139357021,2.334068629,18.41289112,17.29711401,12.34917478,15.44827059,25.52761818,28.15685069,23.22167318,20.81162855,23.48234157,35.34800126,32.88381136,23.32979433,17.86388186,18.04963151,13.30574325,8.420788066,4.687427829,884.7523913,Sabalpalm,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.136575691062486],[-68.27183814589637,12.131087127939242],[-68.26535458951038,12.131087112537656],[-68.262112812861,12.136575685186369],[-68.26535458951038,12.142068531551923],[-68.27183814589637,12.14206852960092],[-68.2750798345976,12.136575691062486]]]}"
0.155840034,0.900378644,0.987268392,0.79763516,0.807944794,1.630563283,2.020803867,1.336899255,1.169303531,1.246546958,1.646685951,1.760854245,1.141634074,1.080888635,0.855116643,0.628522566,0.487124494,0.489920224,0.140491125,1.108299797,1.041139484,0.743315531,0.929854805,1.536545996,1.694803487,1.397747682,1.25268344,1.413437695,2.127649719,1.979326405,1.404255643,1.075254104,1.086434653,0.800892838,0.506859986,0.282143379,42.18945628,387,"{""type"":""Polygon"",""coordinates"":[[[-68.28480517918855,12.218899629439939],[-68.28156339676138,12.213412717340807],[-68.2750798345976,12.213412757406767],[-68.27183814589637,12.21889965333472],[-68.2750798345976,12.22438639108111],[-68.28156339676138,12.22438641472215],[-68.28480517918855,12.218899629439939]]]}"
