F_0sum,F_10sum,F_15sum,F_1sum,F_20sum,F_25sum,F_30sum,F_35sum,F_40sum,F_45sum,F_50sum,F_55sum,F_5sum,F_60sum,F_65sum,F_70sum,F_75sum,F_80sum,M_0sum,M_10sum,M_15sum,M_1sum,M_20sum,M_25sum,M_30sum,M_35sum,M_40sum,M_45sum,M_50sum,M_55sum,M_5sum,M_60sum,M_65sum,M_70sum,M_75sum,M_80sum,_sum,id,.geo
0.055210371,0.318982469,0.349765412,0.282582927,0.286235382,0.577669299,0.71592214,0.473631204,0.414256077,0.441621563,0.583381174,0.623828247,0.404453456,0.38293281,0.302947233,0.222670407,0.172576476,0.173566936,0.049772622,0.392643925,0.368850643,0.263338789,0.329425162,0.544361238,0.600428055,0.495188338,0.443795571,0.500746933,0.75377505,0.701227672,0.497493954,0.380936632,0.384897633,0.283737041,0.179568286,0.099956605,0,482,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.05972089518904],[-68.25239194718674,12.054230719496891],[-68.2459084040007,12.054230665603038],[-68.24266663422583,12.059720885785275],[-68.2459084040007,12.065210898548148],[-68.25239194718674,12.065210936181227],[-68.25563372053686,12.05972089518904]]]}"
0.040806631,0.235763673,0.258515706,0.208860346,0.211559918,0.426962135,0.529146425,0.350066364,0.30618151,0.326407661,0.431183847,0.461078753,0.29893628,0.283030119,0.223911842,0.164578302,0.127553292,0.128285353,0.036787527,0.290207716,0.272621823,0.194636779,0.24348199,0.402343759,0.443783398,0.365999493,0.328014498,0.370107915,0.557123956,0.518285573,0.367703599,0.281554718,0.284482341,0.209713367,0.13272102,0.073879095,0,483,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.04874042589416],[-68.25239194718674,12.043250063872181],[-68.2459084040007,12.043249993836348],[-68.24266663422583,12.04874038408157],[-68.2459084040007,12.054230665603038],[-68.25239194718674,12.054230719496891],[-68.25563372053686,12.04874042589416]]]}"
0.042940779,0.248093892,0.272035836,0.219783546,0.222624304,0.449291853,0.556820291,0.368374504,0.322194518,0.343478477,0.453734357,0.48519274,0.314570367,0.297832329,0.235622222,0.173185593,0.134224209,0.134994556,0.03871148,0.305385309,0.286879689,0.2048161,0.256215871,0.42338596,0.466992853,0.385140923,0.345169348,0.389464211,0.58626102,0.545391421,0.386934154,0.296279767,0.299360501,0.22068118,0.139662205,0.077742902,0,484,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.037759518485197],[-68.25239194718674,12.032264535627661],[-68.2459084040007,12.032264531862781],[-68.24266663422583,12.037759526639114],[-68.2459084040007,12.043249993836348],[-68.25239194718674,12.043250063872181],[-68.25563372053686,12.037759518485197]]]}"
0.026532419,0.153293237,0.168086581,0.135800729,0.137555987,0.277610231,0.344050325,0.2276127,0.199078824,0.212229843,0.280355183,0.299792813,0.194367985,0.18402582,0.145587191,0.107008602,0.082934986,0.083410971,0.023919203,0.188692685,0.17725836,0.126552584,0.158311677,0.261603394,0.288547394,0.2379724,0.213274604,0.240643691,0.362241282,0.336988614,0.239080408,0.183066517,0.184970053,0.136355362,0.086295037,0.048036093,0,485,"{""type"":""Polygon"",""coordinates"":[[[-68.25399281940255,12.029551877124637],[-68.25380550360168,12.029416728382593],[-68.25371189118978,12.029303326030927],[-68.25362264553851,12.029216069537332],[-68.25354686406364,12.029159394575617],[-68.2534710825894,12.029115779218538],[-68.2533684637393,12.029024232391167],[-68.25324364719629,12.028945665244686],[-68.25306970461149,12.028801748985863],[-68.25284681793602,12.028540096871236],[-68.25282452926878,12.028479065522223],[-68.2527531145598,12.028431041903023],[-68.2525346856254,12.028182484612303],[-68.25244989771893,12.028056003478394],[-68.25235182758774,12.027894685604556],[-68.25227604612346,12.027785610460304],[-68.25218680048627,12.027646036939107],[-68.25208873035797,12.027541392251251],[-68.25200849116285,12.027449778257413],[-68.25194162516748,12.027345124719558],[-68.25183900633469,12.02716635508629],[-68.25176768260766,12.02705731506022],[-68.25165178155241,12.02689159321017],[-68.25153133179171,12.026704065348197],[-68.25145555033434,12.026573227092586],[-68.25141097300677,12.026477286105727],[-68.25131290288688,12.02635079618987],[-68.25127269231857,12.026276647029547],[-68.25124594592255,12.026228642855571],[-68.2512191995266,12.026185073849513],[-68.25115679126971,12.026093433051148],[-68.25109884074585,12.025988767281378],[-68.25098730645763,12.025827427605863],[-68.25080008169311,12.025644247926378],[-68.25076441983364,12.02560504667751],[-68.2507063783382,12.02553519798785],[-68.2506305968878,12.025447973745107],[-68.25059493502901,12.025448031336575],[-68.25059047729668,12.025487256199133],[-68.2505369845088,12.02547420156751],[-68.2504522875953,12.025434956397973],[-68.25038978836963,12.025386920914972],[-68.25031846465413,12.025308436660016],[-68.2502337677427,12.025203815415328],[-68.25016244402846,12.025125249263105],[-68.25009548707274,12.025059850589795],[-68.25001970562755,12.025016238386566],[-68.24991717779095,12.02492462305082],[-68.24979227032172,12.024846136238953],[-68.249720946611,12.024833110528563],[-68.24966299609649,12.02478076389178],[-68.24958275692315,12.024763317541971],[-68.24950688450822,12.02477201504694],[-68.24943556079981,12.024772047993897],[-68.24931520204319,12.024767683914327],[-68.2492170409723,12.024767670399768],[-68.249136801803,12.02477634127536],[-68.24901198531892,12.024758966623843],[-68.24882912735342,12.02473276679312],[-68.24869093767954,12.024758901279437],[-68.24853928383979,12.02477203220607],[-68.24835651685824,12.02477203878199],[-68.24813353932645,12.024802531298418],[-68.24795513911026,12.024841821914876],[-68.24773661931958,12.024863559950154],[-68.24746469773925,12.024929001590491],[-68.24728629753676,12.024968291441338],[-68.24709898187679,12.025003160380942],[-68.24680468069022,12.025055529533507],[-68.24662191374506,12.02510785061748],[-68.2465014640531,12.025134029443949],[-68.2463276125747,12.025181983072606],[-68.24610017736494,12.025212520976895],[-68.24587719989108,12.025251716069588],[-68.24576129891351,12.025286641339406],[-68.24561856058452,12.025299755449247],[-68.24560072966534,12.02530405455052],[-68.24550265961044,12.025338951216154],[-68.24537329447479,12.025382554661093],[-68.24518161210088,12.02542618250657],[-68.24498538102775,12.02546985086087],[-68.24479815639192,12.025478525412279],[-68.24471336856014,12.025513433965015],[-68.24462421397398,12.025509058417542],[-68.24445472928879,12.025561389282814],[-68.24432991287223,12.025596327568548],[-68.2442050964575,12.025613772386507],[-68.2440177808648,12.025670401676667],[-68.24382600754736,12.025709667626899],[-68.24368781795367,12.025683482019577],[-68.24352724874461,12.025735879849853],[-68.24342917871361,12.025788186286766],[-68.24322403222388,12.02582743156784],[-68.24266663422583,12.02677379810611],[-68.2459084040007,12.032264531862781],[-68.25239194718674,12.032264535627661],[-68.25399281940255,12.029551877124637]]]}"
0.065934234,0.380940472,0.417702585,0.337470813,0.34183271,0.6898737,0.854980277,0.565627623,0.494719681,0.527400538,0.696695024,0.744998396,0.483013035,0.457312299,0.361790608,0.265921103,0.206097108,0.207279951,0.059440276,0.468909663,0.440494859,0.314488764,0.393411515,0.650095998,0.717053035,0.591371933,0.52999682,0.598010209,0.900185598,0.837431601,0.594125384,0.454928387,0.459658757,0.338849102,0.214446981,0.119371815,0,440,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.229873085952452],[-68.262112812861,12.224386425438855],[-68.25563372053686,12.224386432349103],[-68.25239194718674,12.229873079481925],[-68.2525213124255,12.230095353010869],[-68.2532124430608,12.230308880741102],[-68.25517448288895,12.231110712384876],[-68.25598151483248,12.231468045393472],[-68.25682875743841,12.231834132320103],[-68.25694474953313,12.231834163776368],[-68.25702944650672,12.23178618006453],[-68.25714534762972,12.231655425719893],[-68.25724350878602,12.231659827932127],[-68.25728808614187,12.231725153322536],[-68.25729700161305,12.231812306924377],[-68.25728808614187,12.2319474519133],[-68.25731037481988,12.232030195787436],[-68.25735495217603,12.232056345501265],[-68.2574084450037,12.232047676740866],[-68.25750205745285,12.232025860434202],[-68.25758684540565,12.232030228321449],[-68.25762696502737,12.23206070116232],[-68.25778744351591,12.2321653090833],[-68.25799704807648,12.23228730695704],[-68.25822894132183,12.232370158592845],[-68.25853215835146,12.232496512560662],[-68.25888441049042,12.232640331291972],[-68.25963358314833,12.232901781332124],[-68.26022218635828,12.233115322613262],[-68.26099355683252,12.233494491889223],[-68.26153312501167,12.233694931706586],[-68.26253638893829,12.234091522662903],[-68.2627638245543,12.234187340886725],[-68.26279502872123,12.234204814908363],[-68.26535458951038,12.229873085952452]]]}"
0.080957305,0.467737497,0.512875832,0.41436331,0.419719058,0.84706095,1.049786946,0.694505488,0.607441225,0.647568391,0.85543651,0.914745774,0.593067228,0.561510591,0.44422435,0.326511046,0.253056193,0.254508546,0.072983703,0.575750409,0.540861314,0.386144816,0.48305006,0.798219934,0.880433075,0.726115625,0.650756235,0.734266427,1.105292276,1.028239822,0.729496449,0.55858351,0.564391695,0.41605564,0.26330858,0.1465706,0,441,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.21889961641037],[-68.262112812861,12.213412754992545],[-68.25563372053686,12.213412743462895],[-68.25239194718674,12.218899655508814],[-68.25563372053686,12.224386432349103],[-68.262112812861,12.224386425438855],[-68.26535458951038,12.21889961641037]]]}"
0.12898465,0.745219443,0.817135775,0.660181393,0.668714406,1.349573836,1.672565588,1.106515934,0.967801411,1.03173374,1.362918129,1.45741219,0.944900142,0.894622758,0.707757291,0.520211402,0.403179981,0.40549393,0.116280765,0.917310246,0.861723441,0.615222483,0.769616076,1.271758229,1.402743741,1.156878559,1.036812745,1.169864772,1.760999055,1.638235787,1.162265021,0.889959205,0.899213053,0.662877687,0.419514522,0.233522568,0,442,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.207925763769719],[-68.262112812861,12.202438620083042],[-68.25563372053686,12.20243867250976],[-68.25239194718674,12.207925766369527],[-68.25563372053686,12.213412743462895],[-68.262112812861,12.213412754992545],[-68.26535458951038,12.207925763769719]]]}"
0.236637314,1.36719158,1.499130444,1.211179408,1.226834211,2.475949866,3.068515721,2.030031934,1.775544041,1.892835313,2.500431546,2.673791862,1.733529,1.641289305,1.29846291,0.954388206,0.739680479,0.74392569,0.213330563,1.682912138,1.580931689,1.128697064,1.411950035,2.333188105,2.573496235,2.12242801,1.902153341,2.146252727,3.2307572,3.005533726,2.132310125,1.632733475,1.649710738,1.216126071,0.769648094,0.428424259,2.161567115,443,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.196951447469703],[-68.262112812861,12.191459744314164],[-68.25563372053686,12.191459696413245],[-68.25239194718674,12.196951413807732],[-68.25563372053686,12.20243867250976],[-68.262112812861,12.202438620083042],[-68.26535458951038,12.196951447469703]]]}"
0.331484857,1.915181074,2.100002871,1.696637054,1.718566502,3.468345203,4.298419746,2.843697123,2.487206914,2.651510168,3.50263947,3.745485017,2.428351663,2.299141006,1.818904994,1.336920346,1.036154753,1.042101508,0.298836437,2.357446861,2.214591217,1.581094632,1.977879351,3.268362529,3.604989505,2.973126834,2.664563004,3.006500826,4.525689857,4.210193677,2.986969825,2.287155878,2.310937869,1.703566402,1.07813381,0.60014269,0,444,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.185972226730762],[-68.262112812861,12.180484686172893],[-68.25563372053686,12.180484702447485],[-68.25239194718674,12.185972239625443],[-68.25563372053686,12.191459696413245],[-68.262112812861,12.191459744314164],[-68.26535458951038,12.185972226730762]]]}"
0.481786409,2.783560681,3.052184194,2.465924619,2.497797309,5.040959011,6.247405155,4.133083572,3.614953936,3.853755423,5.090802959,5.443759301,3.529412601,3.34161534,2.643631197,1.943105514,1.505967069,1.514610189,0.43433457,3.426358187,3.218729071,2.297993061,2.874687548,4.750300374,5.239560452,4.321199196,3.872726642,4.36970558,6.577723891,6.119175714,4.341318895,3.324195945,3.358761129,2.47599587,1.56698022,0.872258822,0.009261213,445,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.174996988825571],[-68.262112812861,12.169509251057054],[-68.25563372053686,12.169509249353705],[-68.25239194718674,12.17499704817765],[-68.25563372053686,12.180484702447485],[-68.262112812861,12.180484686172893],[-68.26535458951038,12.174996988825571]]]}"
1.551027573,8.961189556,9.825976308,7.938615542,8.041224156,16.22849099,20.11243452,13.30574393,11.63771561,12.40649543,16.3889549,17.52523651,11.36233015,10.75774961,8.510710926,6.255490311,4.848199123,4.876024149,1.398264633,11.03056438,10.36213863,7.397989076,9.254556677,15.29276607,16.86785378,13.91134945,12.46756998,14.06750728,21.17583827,19.6996222,13.97612122,10.70167082,10.81294745,7.97103821,5.04462036,2.808085614,437.3552298,446,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.164021292496415],[-68.262112812861,12.15853327619541],[-68.25563372053686,12.158533256635579],[-68.25239194718674,12.164021316279829],[-68.25563372053686,12.169509249353705],[-68.262112812861,12.169509251057054],[-68.26535458951038,12.164021292496415]]]}"
2.339484812,13.51656625,14.82096311,11.97417173,12.12894089,24.47816465,30.33649178,20.06965335,17.55369119,18.71327649,24.72019951,26.43410429,17.13831483,16.22639872,12.83708899,9.435438012,7.312757248,7.354727038,2.109065579,16.63789749,15.62968085,11.15872048,13.9590651,23.06676856,25.44254434,20.98311562,18.80539799,21.21865545,31.94047143,29.71382834,21.08081371,16.14181254,16.30965611,12.02307628,7.609028337,4.23556212,1145.825074,447,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.153045139489562],[-68.262112812861,12.147556927833955],[-68.25563372053686,12.147556890533224],[-68.25239194718674,12.153045127941361],[-68.25563372053686,12.158533256635579],[-68.262112812861,12.15853327619541],[-68.26535458951038,12.153045139489562]]]}"
2.458153368,14.20218362,15.57274498,12.58155234,12.74417213,25.71980073,31.87528708,21.08767107,18.44408855,19.66249299,25.97411264,27.77495392,18.00764261,17.04947025,13.48824041,9.914043342,7.683691264,7.7277899,2.216046307,17.48184208,16.42248439,11.72473799,14.66712788,24.23681257,26.73309785,22.04746788,19.75928728,22.29495538,33.56062722,31.22103931,22.15012171,16.96059355,17.13695082,12.63293754,7.994990426,4.450407757,1628.422245,448,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.142068531551923],[-68.262112812861,12.136575685186369],[-68.25563372053686,12.136575712646938],[-68.25239194718674,12.142068567136661],[-68.25563372053686,12.147556890533224],[-68.262112812861,12.147556927833955],[-68.26535458951038,12.142068531551923]]]}"
1.10173159,6.365345068,6.979623512,5.638986492,5.711871798,11.52748125,14.28633829,9.451384808,8.266544823,8.812627385,11.64146253,12.44859028,8.070932037,7.641484102,6.045359387,4.443422816,3.443790581,3.463555356,0.993220457,7.835270963,7.360472288,5.254966746,6.573730639,10.86281366,11.98163579,9.88156076,8.856010092,9.992483394,15.0416992,13.99310787,9.927569696,7.601650069,7.680692495,5.662017068,3.583313244,1.994649673,318.8505993,449,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.131087112537656],[-68.262112812861,12.125598431041967],[-68.25563372053686,12.12559844098985],[-68.25239194718674,12.131087113568714],[-68.25563372053686,12.136575712646938],[-68.262112812861,12.136575685186369],[-68.26535458951038,12.131087112537656]]]}"
0.214109382,1.237034601,1.356412847,1.09587483,1.110039286,2.240238829,2.77639226,1.836772385,1.606511802,1.712636924,2.26238982,2.419246203,1.568496608,1.485038155,1.174848914,0.863530211,0.669262711,0.673103781,0.193021442,1.522698486,1.430426603,1.021244822,1.27753204,2.111068012,2.328498764,1.920372334,1.72106787,1.941928922,2.923188311,2.71940618,1.92931366,1.477296846,1.492657856,1.100350564,0.696377399,0.387638162,0,450,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.12010960045577],[-68.262112812861,12.114620726387882],[-68.25563372053686,12.114620718941676],[-68.25239194718674,12.120109649067322],[-68.25563372053686,12.12559844098985],[-68.262112812861,12.125598431041967],[-68.26535458951038,12.12010960045577]]]}"
0.127220363,0.73502613,0.805958771,0.651151258,0.65956755,1.331114005,1.649687788,1.091380713,0.954563566,1.017621412,1.344275784,1.437477324,0.931975543,0.88238587,0.698076397,0.513095811,0.397665177,0.399947479,0.114690247,0.904763033,0.849936561,0.606807308,0.759089065,1.254362778,1.383556644,1.14105447,1.022630946,1.153863048,1.736911639,1.615827562,1.146367256,0.877786108,0.886913378,0.65381067,0.413776291,0.230328383,0,451,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.10913163868836],[-68.262112812861,12.103642490772774],[-68.25563372053686,12.103642466054055],[-68.25239194718674,12.109131652899146],[-68.25563372053686,12.114620718941676],[-68.262112812861,12.114620726387882],[-68.26535458951038,12.10913163868836]]]}"
0.10782378,0.622960773,0.683078709,0.55187384,0.559006946,1.12816644,1.398169041,0.92498395,0.809026555,0.862470318,1.139321507,1.21831313,0.789882403,0.747853392,0.591644562,0.43486694,0.337035374,0.338969705,0.09720406,0.766818834,0.720351447,0.514290761,0.643354963,1.063117045,1.172613435,0.96708422,0.866716075,0.977939943,1.472094361,1.369471299,0.971586997,0.743954928,0.751690617,0.554127784,0.350690116,0.195211493,0,452,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.098153228984977],[-68.262112812861,12.09266389035659],[-68.25563372053686,12.092663848481063],[-68.25239194718674,12.098153209032283],[-68.25563372053686,12.103642466054055],[-68.262112812861,12.103642490772774],[-68.26535458951038,12.098153228984977]]]}"
0.091309356,0.527547324,0.578457524,0.467348153,0.473388743,0.955375061,1.18402373,0.783312254,0.685115039,0.730373288,0.964821606,1.031714768,0.668903028,0.633311231,0.501027541,0.368262178,0.285414615,0.287052681,0.082316166,0.649371903,0.61002152,0.435521347,0.544817916,0.900288713,0.993014496,0.818964395,0.733968764,0.828157443,1.24662655,1.159721367,0.822777523,0.630009861,0.636560743,0.469256882,0.29697798,0.165312657,0,453,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.087174373095811],[-68.262112812861,12.081680406819597],[-68.25563372053686,12.081680430244822],[-68.25239194718674,12.087174401399665],[-68.25563372053686,12.092663848481063],[-68.262112812861,12.09266389035659],[-68.26535458951038,12.087174373095811]]]}"
0.072143746,0.416816436,0.457040707,0.369252922,0.374025608,0.754844176,0.93550005,0.618896934,0.541311073,0.577069727,0.76230792,0.815160368,0.528501925,0.50038076,0.39586309,0.29096485,0.225506787,0.226801028,0.065038204,0.513070335,0.481979503,0.344106486,0.430461972,0.711320321,0.78458319,0.64706578,0.579910519,0.654329229,0.984962693,0.916298694,0.65007854,0.497772335,0.502948204,0.370761013,0.234643031,0.130613936,0,454,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.076190717253539],[-68.262112812861,12.070700835946223],[-68.25563372053686,12.070700842445987],[-68.25239194718674,12.076190712172334],[-68.25563372053686,12.081680430244822],[-68.262112812861,12.081680406819597],[-68.26535458951038,12.076190717253539]]]}"
0.061398427,0.354734472,0.388967614,0.31425522,0.318317048,0.642415289,0.796163707,0.526716461,0.460686482,0.49111913,0.648767355,0.693747797,0.449785169,0.42585246,0.336901986,0.247627621,0.191919091,0.193020562,0.055351208,0.436652009,0.410191945,0.292854172,0.366347598,0.605374015,0.667724877,0.550689747,0.493536807,0.556871357,0.838259226,0.779822259,0.553253779,0.423632547,0.428037503,0.31553869,0.199694552,0.111159882,0,455,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.065210892552104],[-68.262112812861,12.05972082333434],[-68.25563372053686,12.05972089518904],[-68.25239194718674,12.065210936181227],[-68.25563372053686,12.070700842445987],[-68.262112812861,12.070700835946223],[-68.26535458951038,12.065210892552104]]]}"
0.049777139,0.28759152,0.315345127,0.254774045,0.258067064,0.520821079,0.645468506,0.427021335,0.37348929,0.398161748,0.525970845,0.56243754,0.364651343,0.345248535,0.273134308,0.200757495,0.155593289,0.156486278,0.044874517,0.354003983,0.332552188,0.237423716,0.297006554,0.490790851,0.541340153,0.446457037,0.400121812,0.451468611,0.679596327,0.632220117,0.44853576,0.343448798,0.34702,0.255814585,0.161897037,0.090119912,0,456,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.05423070909954],[-68.262112812861,12.048740452892067],[-68.25563372053686,12.04874042589416],[-68.25239194718674,12.054230719496891],[-68.25563372053686,12.05972089518904],[-68.262112812861,12.05972082333434],[-68.26535458951038,12.05423070909954]]]}"
0.051346832,0.296660553,0.325289352,0.262808197,0.266205059,0.537244865,0.665822982,0.440487202,0.385267057,0.410717546,0.542557029,0.580173679,0.376150409,0.356135744,0.281747439,0.207088265,0.160499832,0.161420981,0.046289609,0.365167292,0.343039029,0.244910734,0.306372482,0.506267654,0.558410999,0.4605358,0.412739423,0.465705413,0.701027002,0.652156812,0.462680073,0.354279256,0.357963073,0.263881548,0.167002366,0.092961791,0,457,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.043250004316505],[-68.262112812861,12.03775956205232],[-68.25563372053686,12.037759518485197],[-68.25239194718674,12.043250063872181],[-68.25563372053686,12.04874042589416],[-68.262112812861,12.048740452892067],[-68.26535458951038,12.043250004316505]]]}"
0.023414267,0.135277859,0.148332654,0.119841111,0.121390087,0.244984828,0.303616733,0.200863125,0.175682618,0.187288097,0.247407189,0.264560462,0.171525407,0.162398676,0.128477446,0.0944327,0.073188274,0.073608319,0.021108162,0.166517081,0.156426545,0.111679829,0.139706521,0.230859154,0.254636633,0.210005329,0.188210076,0.212362684,0.319669841,0.297384927,0.210983122,0.161552113,0.16323194,0.120330562,0.076153443,0.042390779,0,458,"{""type"":""Polygon"",""coordinates"":[[[-68.26311607684671,12.036058739437273],[-68.26308041494052,12.036010741792877],[-68.26305366851095,12.035936607519687],[-68.26296005600801,12.035853750611865],[-68.2628708102699,12.035727301155964],[-68.26279057098309,12.035596409115133],[-68.26271478943504,12.035491755456981],[-68.26262563467338,12.035400225675494],[-68.26252747346226,12.035321681906355],[-68.26246506513019,12.03522140185245],[-68.26239819906056,12.035121088079505],[-68.26234470620518,12.035081827265524],[-68.26231795977759,12.03503389810444],[-68.26234916394311,12.034994623722335],[-68.26227329142424,12.034898670949763],[-68.2621930521423,12.034802691853127],[-68.26207269322062,12.0347416479088],[-68.26194332785066,12.03464569984033],[-68.261854173096,12.034549817705635],[-68.26172489870315,12.034401469679947],[-68.26162227976342,12.03434917929628],[-68.26157770238744,12.034322965403954],[-68.26153312501167,12.034257569091467],[-68.26142168157313,12.034139832405325],[-68.26127002752452,12.034030819499742],[-68.26117641503859,12.033926115173717],[-68.26106933836725,12.033882498493856],[-68.26098464135788,12.033812772859811],[-68.2608509092393,12.03375606402754],[-68.2607884099437,12.033708104000253],[-68.26074383257155,12.033690597503105],[-68.26071262841117,12.033694960405082],[-68.26067696651369,12.033664460976185],[-68.26064130461636,12.033651375779943],[-68.26059672724487,12.033603394426013],[-68.26048073510574,12.033533671058645],[-68.26038266489037,12.033455137140438],[-68.26027122146503,12.033398433669731],[-68.26013294064516,12.033333058983633],[-68.25998137759092,12.033232761959455],[-68.25975394203981,12.033110607143344],[-68.259606745754,12.03307136814051],[-68.25948638686434,12.032997183224479],[-68.2593259083472,12.032918750711715],[-68.25915642338555,12.032848950094008],[-68.25900922710889,12.032770447694796],[-68.25883537539076,12.032678853365827],[-68.25872393198337,12.032643999974772],[-68.25867034817406,12.032639643212011],[-68.25855890476859,12.032591647290435],[-68.25847866551746,12.032539288721262],[-68.25840725076502,12.032504404373212],[-68.25833592698734,12.032469527438584],[-68.25822894132183,12.032438979283357],[-68.25809511826743,12.03236920372203],[-68.25800596354833,12.032325566560331],[-68.25787223147127,12.032268940931358],[-68.25780973219508,12.032229688922866],[-68.25764033823465,12.032133693603706],[-68.25731037481988,12.031963612922489],[-68.25714088989419,12.031854632554088],[-68.2569268276172,12.03175426659374],[-68.25626244311422,12.03128766222709],[-68.2561866616177,12.031230985303704],[-68.2561242533269,12.031204801361552],[-68.25602609218234,12.031121909754642],[-68.2559012756033,12.031026008696942],[-68.25567384015022,12.030829769418563],[-68.25553565037164,12.030729413826633],[-68.25539736962094,12.030620426550323],[-68.25508077948894,12.030389259326865],[-68.25490692784346,12.030284608541631],[-68.25485334405595,12.030193022142672],[-68.25471961202399,12.030136316230573],[-68.25467057694608,12.03008830390152],[-68.25438073324416,12.029870237575235],[-68.25423353704248,12.029765619427307],[-68.25413100915804,12.029660937193565],[-68.25399727713656,12.02955191102593],[-68.25399281940255,12.029551877124637],[-68.25239194718674,12.032264535627661],[-68.25563372053686,12.037759518485197],[-68.262112812861,12.03775956205232],[-68.26311607684671,12.036058739437273]]]}"
0.046717933,0.269916707,0.295964631,0.23911613,0.242206767,0.488812435,0.605799271,0.400777435,0.350535368,0.373691506,0.49364571,0.527871229,0.342240583,0.324030234,0.256348005,0.188419331,0.146030829,0.146868936,0.042116617,0.332247587,0.31211418,0.22283212,0.278753111,0.460627805,0.508070443,0.419018657,0.375531107,0.423722232,0.637829665,0.593365104,0.420969623,0.322341105,0.325692827,0.24009272,0.151947161,0.084581318,0,412,"{""type"":""Polygon"",""coordinates"":[[[-68.27183814589637,12.229873104440676],[-68.26535458951038,12.229873085952452],[-68.26279502872123,12.234204814908363],[-68.26291993636417,12.234278916201273],[-68.26294222505517,12.234287588029343],[-68.26297788696088,12.234283207285984],[-68.2630224643432,12.234261455157338],[-68.26308487267879,12.23425706051777],[-68.26321423806371,12.234270128873751],[-68.26359769454159,12.234357347155166],[-68.26390091173845,12.234483703110929],[-68.26406584806934,12.234618807275938],[-68.26411943190826,12.234658047656591],[-68.2641818402507,12.23467546434452],[-68.26426653728751,12.234684185923422],[-68.26433786110856,12.234671061734954],[-68.26449843068201,12.23467106765632],[-68.26471249312583,12.234719030994937],[-68.26526534375088,12.234836696039093],[-68.26570238415452,12.234880269081714],[-68.26604126333143,12.234932528275847],[-68.26633556512239,12.234949994096082],[-68.26651842342648,12.234949945788795],[-68.26671010623929,12.234915150630055],[-68.2667592323523,12.23492381565639],[-68.26681718297111,12.234950000271198],[-68.26688404907016,12.235041533689873],[-68.26694645742965,12.2350937668887],[-68.26704006996961,12.235085033408062],[-68.26712040026455,12.235058906079775],[-68.26723630150656,12.235006660072948],[-68.26742361756689,12.235011012232457],[-68.26753060333186,12.235115570467723],[-68.2677803277621,12.235010993323126],[-68.26788731353075,12.23485413602495],[-68.26822173503928,12.234902073494483],[-68.26829760760283,12.23507196886723],[-68.26857407849559,12.235085079267545],[-68.26872118393904,12.234958694969823],[-68.26896645065705,12.235019684965515],[-68.26914030255152,12.234910735379456],[-68.26986718726972,12.234788748121844],[-68.2702060665829,12.234710292567701],[-68.27121378910388,12.234618805619425],[-68.27153492846658,12.234427022445713],[-68.2717845620175,12.234418322869397],[-68.2719050120274,12.234370399271052],[-68.27182022395384,12.23414379607843],[-68.2718693500908,12.234082742664802],[-68.27195404719042,12.234100186213805],[-68.27213690559253,12.23427891172604],[-68.27232413076567,12.234287613945144],[-68.27284586857088,12.234217905801518],[-68.27325161411767,12.234004373927828],[-68.27417018206262,12.233821306091041],[-68.27183814589637,12.229873104440676]]]}"
0.105653354,0.610420956,0.669328758,0.540764958,0.547754479,1.105457139,1.370024759,0.906364591,0.792741347,0.845109324,1.116387668,1.193789231,0.773982557,0.732799563,0.579735121,0.426113334,0.33025106,0.332146452,0.095247403,0.751383243,0.705851218,0.503938407,0.630404624,1.041717154,1.149009447,0.947617409,0.849269614,0.958254616,1.442462001,1.341904682,0.952029553,0.728979572,0.736559543,0.54297353,0.343630938,0.191282005,0,413,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.22438639108111],[-68.27183814589637,12.21889965333472],[-68.26535458951038,12.21889961641037],[-68.262112812861,12.224386425438855],[-68.26535458951038,12.229873085952452],[-68.27183814589637,12.229873104440676],[-68.2750798345976,12.22438639108111]]]}"
