_mean,_sum,id,2000,2005,2010,2015,2020,2024,2028,2038,.geo
0.112439878,14.2798645,507,9.609939449,10.61014967,11.71446257,12.93371324,14.2798645,15.45698458,18.11032098,21.21912747,"{""type"":""Polygon"",""coordinates"":[[[-68.2459084040007,12.087174396487962],[-68.24266663422583,12.081680404203443],[-68.23618309846483,12.081680389750186],[-68.23294133253975,12.087174383578834],[-68.23476963595716,12.090265760524979],[-68.23490336767624,12.090195998063805],[-68.23492119857227,12.0900739438835],[-68.2348543327123,12.08999106544559],[-68.23486324816027,12.089938708141114],[-68.23497914898469,12.089995437140642],[-68.23513080257777,12.090078263646946],[-68.23518875299173,12.09020470677795],[-68.23508622533653,12.090357308410365],[-68.23507730988834,12.090509922506786],[-68.2351218871295,12.090662555705123],[-68.23510851395713,12.090723588457461],[-68.23504610581966,12.0907366463458],[-68.23618309846483,12.09266385698121],[-68.23908598752207,12.092663824360613],[-68.23929559163597,12.092432776650254],[-68.23952302666147,12.092319390578378],[-68.23966121618605,12.092254014816314],[-68.23986190486117,12.09216243809931],[-68.24004021393293,12.092118833000777],[-68.24020524080177,12.092110137056892],[-68.24096332733704,12.092506926780066],[-68.24136461378147,12.092663831111652],[-68.24266663422583,12.092663855245037],[-68.2459084040007,12.087174396487962]]]}"
0.776971678,97.89843147,472,65.88283794,72.73997662,80.31081182,88.66962562,97.89843147,105.9684106,124.1588824,145.4719193,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.169509249353705],[-68.25239194718674,12.164021316279829],[-68.2459084040007,12.164021347788793],[-68.24266663422583,12.169509247529223],[-68.2459084040007,12.17499701487376],[-68.25239194718674,12.17499704817765],[-68.25563372053686,12.169509249353705]]]}"
1.355625758,180.2982258,473,121.3355374,133.9642376,147.907343,163.3016581,180.2982258,195.160598,228.6617454,267.9136791,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.158533256635579],[-68.25239194718674,12.153045127941361],[-68.2459084040007,12.153045142130491],[-68.24266663422583,12.158533302301135],[-68.2459084040007,12.164021347788793],[-68.25239194718674,12.164021316279829],[-68.25563372053686,12.158533256635579]]]}"
0.03093391,3.92860651,474,2.64383956,2.919012505,3.222825671,3.558259956,3.92860651,4.25245003,4.98242297,5.837702613,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.147556890533224],[-68.25239194718674,12.142068567136661],[-68.2459084040007,12.14206856412158],[-68.24266663422583,12.147556901674724],[-68.2459084040007,12.153045142130491],[-68.25239194718674,12.153045127941361],[-68.25563372053686,12.147556890533224]]]}"
0.643098632,86.81831533,Tera Korá,58.42623741,64.50728712,71.22125738,78.63402305,86.81831533,93.97493659,110.106616,129.0074496,"{""type"":""Polygon"",""coordinates"":[[[-68.25563372053686,12.136575712646938],[-68.25239194718674,12.131087113568714],[-68.2459084040007,12.131087093627388],[-68.24266663422583,12.136575689814393],[-68.2459084040007,12.14206856412158],[-68.25239194718674,12.142068567136661],[-68.25563372053686,12.136575712646938]]]}"
0.016252384,2.161567115,443,1.454672703,1.606076206,1.773237908,1.957797934,2.161567115,2.339749761,2.741389757,3.211975026,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.196951447469703],[-68.262112812861,12.191459744314164],[-68.25563372053686,12.191459696413245],[-68.25239194718674,12.196951413807732],[-68.25563372053686,12.20243867250976],[-68.262112812861,12.202438620083042],[-68.26535458951038,12.196951447469703]]]}"
3.313297195,437.3552298,446,294.327532,324.961378,358.7836192,396.1261065,437.3552298,473.4073661,554.6721815,649.8868648,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.164021292496415],[-68.262112812861,12.15853327619541],[-68.25563372053686,12.158533256635579],[-68.25239194718674,12.164021316279829],[-68.25563372053686,12.169509249353705],[-68.262112812861,12.169509251057054],[-68.26535458951038,12.164021292496415]]]}"
9.022244675,1145.825074,447,771.1074276,851.364908,939.9756514,1037.809072,1145.825074,1240.27791,1453.183248,1702.635785,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.153045139489562],[-68.262112812861,12.147556927833955],[-68.25563372053686,12.147556890533224],[-68.25239194718674,12.153045127941361],[-68.25563372053686,12.158533256635579],[-68.262112812861,12.15853327619541],[-68.26535458951038,12.153045139489562]]]}"
12.33653216,1628.422245,Nikiboko,1095.881489,1209.941715,1335.87342,1474.912199,1628.422245,1762.656608,2065.23315,2419.749795,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.142068531551923],[-68.262112812861,12.136575685186369],[-68.25563372053686,12.136575712646938],[-68.25239194718674,12.142068567136661],[-68.25563372053686,12.147556890533224],[-68.262112812861,12.147556927833955],[-68.26535458951038,12.142068531551923]]]}"
2.550804794,318.8505993,La Palma,214.5773129,236.9106919,261.568547,288.7928115,318.8505993,345.1341429,404.3796563,473.7952177,"{""type"":""Polygon"",""coordinates"":[[[-68.26535458951038,12.131087112537656],[-68.262112812861,12.125598431041967],[-68.25563372053686,12.12559844098985],[-68.25239194718674,12.131087113568714],[-68.25563372053686,12.136575712646938],[-68.262112812861,12.136575685186369],[-68.26535458951038,12.131087112537656]]]}"
0.152692525,20.46079832,415,13.76953072,15.20267454,16.78498112,18.53197543,20.46079832,22.14742612,25.94923958,30.40366998,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.202438659032396],[-68.27183814589637,12.196951438636141],[-68.26535458951038,12.196951447469703],[-68.262112812861,12.202438620083042],[-68.26535458951038,12.207925763769719],[-68.27183814589637,12.20792573672507],[-68.2750798345976,12.202438659032396]]]}"
0.905958725,118.680593,417,79.86863689,88.18142876,97.3594227,107.4926696,118.680593,128.4636906,150.5156882,176.3531181,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.180484714906184],[-68.27183814589637,12.17499701589958],[-68.26535458951038,12.174996988825571],[-68.262112812861,12.180484686172893],[-68.26535458951038,12.185972226730762],[-68.27183814589637,12.185972235830624],[-68.2750798345976,12.180484714906184]]]}"
11.63292289,1489.014129,Antriol,1002.063823,1106.359431,1221.510209,1348.645973,1489.014129,1611.75678,1888.429951,2212.596668,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.169509233369364],[-68.27183814589637,12.164021337426059],[-68.26535458951038,12.164021292496415],[-68.262112812861,12.169509251057054],[-68.26535458951038,12.174996988825571],[-68.27183814589637,12.17499701589958],[-68.2750798345976,12.169509233369364]]]}"
12.85348322,1696.659784,419,1141.803397,1260.643211,1391.851969,1536.71704,1696.659784,1836.519115,2151.774849,2521.147188,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.158533294112752],[-68.27183814589637,12.153045119911093],[-68.26535458951038,12.153045139489562],[-68.262112812861,12.15853327619541],[-68.26535458951038,12.164021292496415],[-68.27183814589637,12.164021337426059],[-68.2750798345976,12.158533294112752]]]}"
21.04171863,2651.256548,Kaya Nikiboko Zuid,1784.219654,1969.922668,2174.953802,2401.32474,2651.256548,2869.805352,3362.434362,3939.627764,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.147556898882915],[-68.27183814589637,12.14206852960092],[-68.26535458951038,12.142068531551923],[-68.262112812861,12.147556927833955],[-68.26535458951038,12.153045139489562],[-68.27183814589637,12.153045119911093],[-68.2750798345976,12.147556898882915]]]}"
6.652273619,884.7523913,Sabalpalm,595.4129962,657.3840591,725.80512,801.3474999,884.7523913,957.684442,1122.07996,1314.695512,"{""type"":""Polygon"",""coordinates"":[[[-68.2750798345976,12.136575691062486],[-68.27183814589637,12.131087127939242],[-68.26535458951038,12.131087112537656],[-68.262112812861,12.136575685186369],[-68.26535458951038,12.142068531551923],[-68.27183814589637,12.14206852960092],[-68.2750798345976,12.136575691062486]]]}"
0.312514491,42.18945628,387,28.39229464,31.34738747,34.61004873,38.2122904,42.18945628,45.66722429,53.50643174,62.6913127,"{""type"":""Polygon"",""coordinates"":[[[-68.28480517918855,12.218899629439939],[-68.28156339676138,12.213412717340807],[-68.2750798345976,12.213412757406767],[-68.27183814589637,12.21889965333472],[-68.2750798345976,12.22438639108111],[-68.28156339676138,12.22438641472215],[-68.28480517918855,12.218899629439939]]]}"
0.476299975,62.8715967,389,42.31078225,46.71452245,51.57660746,56.94474219,62.8715967,68.05423822,79.73638663,93.4238854,"{""type"":""Polygon"",""coordinates"":[[[-68.28480517918855,12.196951406377389],[-68.28156339676138,12.191459733600615],[-68.2750798345976,12.191459736977299],[-68.27183814589637,12.196951438636141],[-68.2750798345976,12.202438659032396],[-68.28156339676138,12.202438637448388],[-68.28480517918855,12.196951406377389]]]}"
11.32987632,1438.894292,Santa Barbara,968.3346099,1069.119654,1180.394486,1303.250892,1438.894292,1557.505457,1824.865879,2138.121226,"{""type"":""Polygon"",""coordinates"":[[[-68.28480517918855,12.185972239871441],[-68.28156339676138,12.180484729774548],[-68.2750798345976,12.180484714906184],[-68.27183814589637,12.185972235830624],[-68.2750798345976,12.191459736977299],[-68.28156339676138,12.191459733600615],[-68.28480517918855,12.185972239871441]]]}"
7.752211408,984.5308488,Nort’i Salinja,662.5610378,731.5209228,807.658208,891.719923,984.5308488,1065.687853,1248.62317,1462.961051,"{""type"":""Polygon"",""coordinates"":[[[-68.28480517918855,12.17499697405238],[-68.28156339676138,12.169509184101306],[-68.2750798345976,12.169509233369364],[-68.27183814589637,12.17499701589958],[-68.2750798345976,12.180484714906184],[-68.28156339676138,12.180484729774548],[-68.28480517918855,12.17499697405238]]]}"
7.280082865,946.4107724,392,636.9073192,703.1971445,776.3864681,857.1933953,946.4107724,1024.425457,1200.277696,1406.316623,"{""type"":""Polygon"",""coordinates"":[[[-68.28439051774085,12.164723132140331],[-68.2840827512564,12.164287240885862],[-68.28394010335847,12.16395595946243],[-68.28390444138424,12.16388179715351],[-68.2839980540668,12.163798991260904],[-68.28401142730722,12.163742342197814],[-68.28400251181361,12.163690034178094],[-68.28416308167415,12.163541813383377],[-68.28443509521043,12.163415402152499],[-68.28444401070436,12.163406673668842],[-68.2830928585758,12.161118225112132],[-68.2820138110548,12.160176641233233],[-68.28194239614348,12.16011123074394],[-68.28192902290535,12.160098206820523],[-68.28163472069602,12.159823600743703],[-68.28137608046059,12.159527162156483],[-68.28099708109663,12.159065063674943],[-68.28093913040281,12.158982251480891],[-68.28093021491149,12.158973541606171],[-68.28092575716582,12.158964868326553],[-68.2806136239993,12.158533263114883],[-68.2750798345976,12.158533294112752],[-68.27183814589637,12.164021337426059],[-68.2750798345976,12.169509233369364],[-68.28156339676138,12.169509184101306],[-68.28439051774085,12.164723132140331]]]}"
13.60492462,870.7151757,Laguna Marina,585.9663525,646.9542012,714.2897141,788.6335612,870.7151757,942.4901084,1104.277377,1293.836948,"{""type"":""Polygon"",""coordinates"":[[[-68.2806136239993,12.158533263114883],[-68.28060470850822,12.158520193860234],[-68.28042184996814,12.158241245306609],[-68.28041293447721,12.158223816684425],[-68.28040401898627,12.158210747491182],[-68.28025691338694,12.157984084270455],[-68.28000273092712,12.157495795547236],[-68.27961035837207,12.156746049463123],[-68.27948099278878,12.156458334854545],[-68.2792936765213,12.156004986018326],[-68.2792803032862,12.15597016644518],[-68.27921789485592,12.155808854247452],[-68.2791109089762,12.155508091211901],[-68.27889684624537,12.1549151975117],[-68.2788879307556,12.154880332728961],[-68.27883889556203,12.154753924120625],[-68.27878094487897,12.154666758009295],[-68.27861145960192,12.154204683368361],[-68.27846881177004,12.153847211875824],[-68.27840640334415,12.15370342325916],[-68.27840185462507,12.15368594255781],[-68.2783929391357,12.153664155874724],[-68.27782225685534,12.151998974162272],[-68.27780888362196,12.151924842375806],[-68.2777686729475,12.151767908428548],[-68.27775975745861,12.151737404137787],[-68.27774638422528,12.15166763166288],[-68.27772409550312,12.151615304846333],[-68.2777196377587,12.1515935552394],[-68.27771518001428,12.151580441540126],[-68.27759036317107,12.151223046189605],[-68.27742533565599,12.150678125234988],[-68.27720235746824,12.149862970096644],[-68.2771889842356,12.149814994159627],[-68.27718006874716,12.14976269570829],[-68.27705079416566,12.149348523573147],[-68.27705079416567,12.149265703321078],[-68.27708199837485,12.14920468618055],[-68.27721136393107,12.149134937496413],[-68.27724256814071,12.149086997201408],[-68.27725594137344,12.149030357808561],[-68.27718452649138,12.148808037023786],[-68.2771399490493,12.148768771371765],[-68.27708199837485,12.14874699673288],[-68.27695718153862,12.148703374628719],[-68.27687685117026,12.148629267793952],[-68.2768322737294,12.14853333625648],[-68.2766450484797,12.147748684964531],[-68.2766539639677,12.147578679190858],[-68.27665842171172,12.147556921205535],[-68.2750798345976,12.147556898882915],[-68.27183814589637,12.153045119911093],[-68.2750798345976,12.158533294112752],[-68.2806136239993,12.158533263114883]]]}"
16.80919668,655.5586706,Belnem,441.1721925,487.0897486,537.7864409,593.7596856,655.5586706,709.5977878,831.4069048,974.1256995,"{""type"":""Polygon"",""coordinates"":[[[-68.27665842171172,12.147556921205535],[-68.2767029991519,12.14743482546179],[-68.27686347793798,12.147125339923974],[-68.27690814635332,12.146955304443843],[-68.27686793568206,12.146763509141023],[-68.27684564696163,12.146663238356462],[-68.27678769628871,12.146523776204353],[-68.27668071043178,12.146401678574291],[-68.27639532384391,12.146231652451148],[-68.27633737317329,12.146175008587475],[-68.27630162024793,12.146070427825865],[-68.27629716250406,12.146044238645294],[-68.27627933152863,12.14580880041883],[-68.27623029634628,12.145433956404876],[-68.27618571890798,12.145107014410058],[-68.27616788793271,12.144967471100907],[-68.27615897244509,12.144932610648263],[-68.27615451470129,12.144897786549949],[-68.27602969787533,12.144287451049752],[-68.27609210628815,12.144278748729267],[-68.27609656403192,12.144222039456587],[-68.27607873305679,12.144165395321572],[-68.27605198659415,12.144099961160151],[-68.27602969787533,12.14406515658407],[-68.27602524013157,12.143568146290965],[-68.2760118669003,12.142674510194798],[-68.27600286043844,12.142543670762745],[-68.27596274074479,12.142487010818751],[-68.27591816330754,12.142186231259567],[-68.27591816330754,12.142168796754795],[-68.27594490976986,12.141419004482866],[-68.27603415561909,12.140752051636902],[-68.27605198659415,12.140538380271451],[-68.27610547951949,12.14027244981658],[-68.27620800762712,12.139801655933308],[-68.27625704280935,12.13964037750955],[-68.27628378927248,12.139513950868208],[-68.2763150844539,12.138829515077871],[-68.2763060779918,12.138790291079937],[-68.27630162024793,12.138554896741333],[-68.2764889364663,12.137935876059036],[-68.27672528787204,12.137303768767145],[-68.2768590201939,12.137050912440538],[-68.27710874483995,12.136728281264567],[-68.27718452649138,12.136627993689332],[-68.27722473716376,12.136575696194145],[-68.27659146457741,12.13657572614879],[-68.27658700683342,12.136580048427417],[-68.27616788793271,12.13695936184518],[-68.27598502946347,12.137133689038075],[-68.27590924782012,12.137207825345875],[-68.27569518514967,12.137425812214422],[-68.27568626966242,12.137434538957004],[-68.27567735417517,12.137438907282903],[-68.27567289643156,12.137438871120459],[-68.27566843868794,12.13743891719219],[-68.27565506545712,12.137425815692396],[-68.2756416922263,12.137412714195417],[-68.27562831899547,12.137403971114589],[-68.27545892474002,12.13722094182733],[-68.27545892474002,12.137207866623795],[-68.27546338248355,12.13719474534867],[-68.27549904443187,12.137151121691419],[-68.27552133314961,12.137116270822881],[-68.27552579089318,12.137103231785506],[-68.27559265704674,12.136745728124499],[-68.27558819930316,12.13674133359368],[-68.27558374155959,12.13674137968052],[-68.27542326279182,12.136737035693006],[-68.27532510146052,12.136767563901879],[-68.27524931982167,12.136763166549779],[-68.27523594659134,12.136754423567982],[-68.27523594659134,12.136745706816415],[-68.27524040433477,12.136606192810726],[-68.27524040433477,12.136597476071726],[-68.27524931982167,12.136593190002587],[-68.2758646703831,12.136619326797295],[-68.27602524013157,12.136623677810297],[-68.27603861336286,12.136623703980964],[-68.27605198659415,12.13661928952714],[-68.27609656403192,12.136575738030979],[-68.2750798345976,12.136575691062486],[-68.27183814589637,12.14206852960092],[-68.2750798345976,12.147556898882915],[-68.27665842171172,12.147556921205535]]]}"
